Work ID,Work ISWC,Party ID,Party IPI Name,Party Full Name,Party Role
MB0BM4,,6587685,,KLAIM MUSIC,OriginalPublisher
BB7G1M,T3130075086,615191,353271280,"SONGS OF UNIVERSAL, INC.",RightsAdministrator
DA7UX4,T3074144966,5775278,1100156923,TRANCE EMOTIONS MUSIC PUBLISHING,OriginalPublisher
P43055,,2125668,,M.L. DANIELS,Composer
GV7B27,T9159852003,2160279,746675992,LAIL ARAD,Composer
FE1ONX,,2208463,272843550,MURAT CAGRET,Composer
DA2C8G,,2062051,218728848,ERIC BENJAMIN TURNER,ComposerLyricist
FE5Q3I,T9068885336,2010146,514359167,MADS NIELSEN,Composer
L3240P,,2001218,,NICK REYNOLDS,Composer
M5368W,,2063162,,ARGENIO GIANNI CASSANO FRANCES,Composer
I5509N,,2139790,513165485,OTTO SAKARI RUOKOLAINEN,Composer
SC0520,,2164646,724581538,KIERAN FRANCIS SHUDALL,ComposerLyricist
G4962M,,2080828,,TOSHIKO ARITA,Composer
Z0896J,,2002449,,YI YANG,SubLyricist
HV8GZY,,2214538,,DANIELE LUPPINO,Composer
DVBMDK,,2147259,,WOO BIN HAN,Composer
MV9HTC,,2111274,143474186,MARTIN GROSS,Composer
E39698,,2171196,,FLORIAN BLAUENSTEINER,Composer
P57571,,2213813,,JAMES CHAPPELL,Composer
UA6GNP,T9281199528,2003859,671308256,MATTHEW TODD NAYLOR,Composer
O55412,T9142912503,472434,260901390,FELIX MAJOR BUXTON,Composer
SD5QUZ,,4756339,1005817196,STREETVOICE INTERNATIONAL LIMITED,OriginalPublisher
YA0ZBK,,4768003,,PEI PEI GUO,ComposerLyricist
EV8SWE,,477168,,MECHERY LOUIS OUSEPHACHAN,ComposerLyricist
HA57EE,,4773860,,KEVIN ADAMS JR.,ComposerLyricist
D5002E,,2339467,256911357,FARHAD ZAND,Composer
R6487H,T9137066503,2347231,250190500,DAVID CHARLES SEAMAN,Composer
TVFPHF,,2725764,,KOSINUS APM,RightsAdministrator
C2491L,,344086,79329049,BILLY STEINBERG,ComposerLyricist
MVCFOX,,356690,406673361,NICHOLAS JOSEPH ZINNER,ComposerLyricist
IC3GPL,T8041897002,2725751,509624744,IFM APM,RightsAdministrator
HA1OQ1,T9010351550,2892878,551831164,JOHN TRAVIS BENITEZ HAIRE,ComposerLyricist
I19488,T0714971615,325320,342850666,TRECINA EVETTE ATKINS,ComposerLyricist
UV7QAI,T3063969422,340524,,HENRI CHARLEMAGNE,ComposerLyricist
CV9P54,T3057925512,327926,183737150,PATRICK MICHAEL SMITH,ComposerLyricist
HV9CCC,T9135656234,359118,126843667,DAVID JOHN VANACORE,ComposerLyricist
MA8YWL,T3015264134,359118,126843667,DAVID JOHN VANACORE,ComposerLyricist
D86814,T9242751753,3840033,472630655,SEO TAIJI,ComposerLyricist
S53365,,2525318,,GREG FITZ,ComposerLyricist
AA8B0G,T3016855639,2536384,474137059,DARIUS ANTHONY HOLBERT,ComposerLyricist
TVFWPR,,2723451,70389079,WILLIAM ERNEST FRANCIS CONNOR,Composer
CB6AZB,,2725823,719023852,SCORE APM,SubPublisher
MV9W87,T3059199923,324836,288670416,CASEY PRESTWOOD,ComposerLyricist
LV9JVW,T3057153789,338149,,LANNY CORDOLA,ComposerLyricist
IV9M4Q,T3060589251,338653,408114591,SONGS FROM THE STILLHOUSE,OriginalPublisher
GV8NKO,,2436371,,ANDREW LOVEDAY,Composer
SV99NS,,2449316,,SHAYNA DONNELL STEELE,Composer
ID0T84,T9285474502,2720980,835932220,DEAN BREMERICH,ComposerLyricist
DVCZLW,,2725825,,SELECTED SOUND APM,RightsAdministrator
AV847G,T9173566251,2734846,559420633,FREDERIC AND RIED MUSIC,OriginalPublisher
LVCAD0,,3833139,202914110,WILLIAM ASHFORD,Composer
P2450W,,2359005,271448757,FILIP SIEJKA,Composer
TVDVO6,,2671956,,T. MCLEAN,ComposerLyricist
YA0SGB,T0020344426,2718024,808809023,10 MILES,OriginalPublisher
FVAZOD,,2743566,,G7 MUSIC,OriginalPublisher
MVCN25,T9214357241,2839352,706304769,LEMONCAKE MUSIC LIMITED,OriginalPublisher
LVABAL,,359931,214809872,SAM HOGIN,Composer
DA272K,T9202896068,2766193,691634521,JAMES JOSEPH KLOEPPEL,ComposerLyricist
LVBR7U,T7034083326,2725643,542127872,AXS APM,RightsAdministrator
SVGXTY,T9103788563,2884584,207982747,K P M MUSIC LTD,OriginalPublisher
IC5ZHM,,3181846,676349207,JONATAN GUSMARK,ComposerLyricist
Z83565,,446412,,YOUNG SOO CHO,ComposerLyricist
Y2627M,T9092644569,435910,271465856,MARK RICHARD PELLIZZER,Composer
AVAWWN,T9104812206,419293,350567661,SHAUN P MICHAUD,ComposerLyricist
DA0XEV,T9162502796,2763417,665916800,MATTHEW JAY SCHNEEBALG,ComposerLyricist
HA0JB6,T8044075391,2349333,244680072,RALF KAPPMEIER,ComposerLyricist
CA0KDB,T9262809529,2839396,,MUST SAVE JANE,OriginalPublisher
M2485X,T3064018339,357111,463672340,OMARI ISHMALE GRANDBERRY,ComposerLyricist
BA49I1,T3107846851,383950,557064931,NICOLAS DANA SNYDER,ComposerLyricist
UA6GNP,T9281199528,2585021,655807224,LESTLEY PIERCE,Composer
P7868L,T1066511019,2599493,236063194,FRANTISEK MORAVEC,ComposerLyricist
BA76D0,,2725647,,BRUTON APM,SubPublisher
HVBMI2,T9290028249,2891216,539613534,COURSE VIEW MUSIC PUBLISHING,OriginalPublisher
XV7CJ7,,2983956,428773722,HOPE MUSIC PUBLISHING LTD,OriginalPublisher
H2413E,T0006146662,347249,268458228,PONTUS JOHAN WINNBERG,ComposerLyricist
DV8D87,T9176615773,2727551,869046697,PW BALLADS,OriginalPublisher
G4962M,,2312280,,YUZEN SHOUGO,Composer
MVCGQV,T7032143527,2725643,542127872,AXS APM,RightsAdministrator
TVGBGL,,2933710,,COURSE VIEW MUSIC PUBLISHING,OriginalPublisher
SVC99D,T3064365164,387412,545771136,STEVE BERTRAND,ComposerLyricist
KE9H3I,T9102532014,2348505,272743261,FERGAN MIRKELAM,ComposerLyricist
NC88J4,,3179506,486063731,LEE KUN WOO,Lyricist
MVCDHP,,3925624,337547543,KAY HANLEY,Composer
DV9WMX,T3058672003,407571,637777794,NATHAN DANIEL BARSNESS,ComposerLyricist
EVC4RY,,3929797,529810246,JOSEPH ALEXANDER RAGGETT,Composer
W7583A,,4248867,33189687,STEVIE WONDER,ComposerLyricist
SVC99D,T3064365164,460393,342978825,ERIC ERICKSON,ComposerLyricist
C7755K,,4004532,476871210,NUMEROS,Composer
R4236J,,400639,493841716,WARREN ELY ZAVALA,Composer
C84958,,4112433,350112419,BING SHUNG HARRIS HO,ComposerLyricist
CV9NG6,T3059897433,431205,702988131,EASYANA MUSIC,OriginalPublisher
MVA388,,4545706,648308529,ELIAS PLAYS PUBLISHING,RightsAdministrator
MA7RM7,T9248169213,456426,296410455,JONATHAN PAUL ATKINSON,ComposerLyricist
WVBTRG,,388604,12845501,JAMES PATRICK KALETH,Composer
DB2D16,T9217045142,436963,540291673,HELMUT VONLICHTEN,ComposerLyricist
M5968D,,4420606,,AARON ZIGMAN,Composer
CA046Z,,4519439,812016587,CROSSBREED MUSIC LIMITED,OriginalPublisher
TVFMAH,,4192715,,ROBERT TIMOTHY RAYMOND,Composer
GE8CSE,T3114220070,445500,188486216,ROMAN CAMENZIND,ComposerLyricist
NC7E75,,2743532,145579252,BRUTON MUSIC LTD,OriginalPublisher
SVBJIY,,2317109,49675537,THOMAS FEHLMANN,ComposerLyricist
L5136S,T0114186876,2417600,46592659,MARK AMBLER,ComposerLyricist
AVB29P,T3064279132,389187,,ADAM ALT,ComposerLyricist
UA7G2Q,T3093249362,437435,578397584,RYAN HUNTLEY ANDREWS,Composer
AVAWWN,T9104812206,400045,616874521,MARGARET CARY MCDERMOTT,ComposerLyricist
LV9LWF,T3061260008,429916,708321366,ZACHARY TATE SMITH,ComposerLyricist
OVA2K7,T7034045940,4459682,145937744,LUCIEN ZERRAD,Composer
G6453X,,4006617,690245246,LAUREL TAYLOR,Composer
BA4ME2,T9230684103,421437,678905784,CAMERON EDWARD NEILSON,ComposerLyricist
SVCLT9,T9183660551,433903,335331881,PHILLIP MICHAEL BRIGHT,ComposerLyricist
SVGPGS,T7029621216,2862169,146447171,KOSINUS,OriginalPublisher
IVABPX,,420589,,RUSS PAHL,ComposerLyricist
HA3PQS,,2725805,,PURPLE FOX APM,OriginalPublisher
EA024D,T3118330426,2727739,719510938,RUMINATING MUSIC,RightsAdministrator
Z1538X,T9128167566,337503,128449069,JAMES A LATHAM,Composer
IC8Z82,T0025738617,2372461,9566669,AMOS ETTINGER,Lyricist
A46827,,336062,,SEBASTIAN AROCHA-MORTON,Composer
CVA1HK,T9271882576,386142,483036458,CHRISTIAN BOCHER,ComposerLyricist
NV8LL9,,2319752,700315798,CARLTON JEFF WILSON,Composer
IVDZTN,,2725849,,THEMES INT'L APM,RightsAdministrator
LA8Q7I,T9104856373,2757055,183471069,EDDIE C CALDWELL,ComposerLyricist
GV9WMK,,2715103,843465425,FREEMINDED MUSIC PUB,OriginalPublisher
G4134S,,2325015,,MICHAEL CAPASSO,Composer
BB0HPS,,2727442,746809998,AMAZON CONTENT SERVICES ASCAP,OriginalPublisher
O3932L,,316943,,CHARLIE CROWE,Composer
BVDCDZ,T9253339241,2891216,539613534,COURSE VIEW MUSIC PUBLISHING,OriginalPublisher
W17713,T0713510656,374669,43985652,GARY SCOTT BURR,ComposerLyricist
UVAE7D,,2265553,187023863,GABRIEL R SHADID,Composer
A9249C,,2369176,,AMR MOUSTAPHA,Composer
BVBLXS,,2565407,602889239,MORITZ RECH,Composer
TVFPHF,,2872990,200533431,MICHEL YVES KOCHMANN,Composer
OVA2K7,T7034045940,2862169,146447171,KOSINUS,OriginalPublisher
SVCG52,T3060527897,388084,804247753,MICHAEL DAVID LAPIANA JAMES,ComposerLyricist
SVBJIY,,425841,73071692,MARTIN GLOVER,ComposerLyricist
H2044Q,T7000230786,4470926,30541428,JIMMIE THOMAS,ComposerLyricist
HV9EGC,T3058953127,405578,294477618,JERNEJ GRAJ,ComposerLyricist
N2540A,,4094757,470071580,CARL CARTEE,ComposerLyricist
BA76D0,,437127,447979787,STEPHEN RICHARD DYMOND,Composer
SC86L1,,416436,266214572,UNIVERSAL MUSIC PUBLISHING,OriginalPublisher
LA70BI,,4228782,419660937,JOEL BRENTLINGER,ComposerLyricist
TVFMQ9,T7029420337,4277332,48608464,ROBERT HAUSER,Composer
R4236J,,428379,514859632,TYLER JASON REYNOLDS,Composer
SV7NTK,,4518721,481533552,MUTE SONG,OriginalPublisher
GV8XYB,T3059934468,409192,182234974,A J JR CLARK,ComposerLyricist
WVBG1O,,4288193,149204580,GILLES CARDONI,Composer
WVBTRG,,2933713,,WILLOWVIEW PUBLISHING,RightsAdministrator
D75304,,360255,140625110,RICHARD LEWIS,Composer
HVBB22,T9156685562,2821634,,PITCH MUSIC,OriginalPublisher
I19488,T0714971615,325329,336994910,WARRYN S II CAMPBELL,ComposerLyricist
WV7IFA,,445090,46721680,GLENFORD RADCLIFF CHAMBERS,Composer
LA70BI,,431967,,JOHNNY MCGUIRE,ComposerLyricist
TVBJRI,,456530,,OLIVER WOLFGANG WALCZAK,ComposerLyricist
PA17HN,,4646797,391047072,CTSO MUSIC ASCAP,OriginalPublisher
BA0Y51,T3022986665,4585727,338955813,JEREMY MATHEW MITCHELL,ComposerLyricist
T1785N,,428656,,CHRISTIAN ALEXANDER WANCER,Composer
TVFMNL,,4372463,442160000,MARC OLIVIER,Composer
IVABPX,,4017576,237208579,PEGGY POLK,ComposerLyricist
WV9ROF,T3059808849,445130,727849990,ISA CARESS ROSKE MARZON,ComposerLyricist
SV7NTK,,4332893,47756549,GAVIN FRIDAY,Composer
YD5M3H,T9285885338,2865609,122061432,CHAKRAVARTHI K APPA RAO,Composer
TVFLHB,T9108572458,403313,527328353,DANIEL DOVE,Composer
AA8B0G,T3016855639,4607209,669363500,ALIBI GENERATOR,OriginalPublisher
DVCXGL,,4118868,151390690,HELENE ARNTZEN,Composer
K19528,T9136021028,4050898,238533953,DAVID SCOTT ALSPACH,ComposerLyricist
Z04226,,4656839,,RAJUSHANKAR RAJUSHANKAR,Composer
GV9WMK,,423434,474672131,ANDREAS OHRN,Composer
DV8D87,T9176615773,680418,337211392,"SONGS OF PEER, LTD.",SubPublisher
Z1538X,T9128167566,683046,580810454,WALT DISNEY MUSIC COMPANY,OriginalPublisher
R4733M,,679001,183126677,PEERMUSIC III LTD,RightsAdministrator
BVATVS,,679001,183126677,PEERMUSIC III LTD,OriginalPublisher
I5329K,,679001,183126677,PEERMUSIC III LTD,RightsAdministrator
R1378G,T0722265668,689047,202282515,FLAT TOWN MUSIC CO.,OriginalPublisher
Z0896J,,689211,672029842,METRUM ENTERTAINMENT,OriginalPublisher
NVCP7H,,700380,800295861,POO BZ PUBLISHING,OriginalPublisher
L54778,T9023753539,689845,356296239,"TARMAC 1331 PUBLISHING, INC.",OriginalPublisher
R2148Q,T9028288804,691586,211629598,FIRST DIGITAL MUSIC,OriginalPublisher
LV7X8B,,692206,,AS CORPUS,OriginalPublisher
SV7OZX,,694182,537275340,SONY/ATV HARMONY,OriginalPublisher
M2485X,T3064018339,699561,10507048,EMI FORAY MUSIC,OriginalPublisher
S6404E,,690421,,GLOBAL GRAFFITI PUBLISHING,OriginalPublisher
N2926N,,710288,538724724,UNIVERSAL MUSIC-MGB SONGS,RightsAdministrator
S6703G,,710288,538724724,UNIVERSAL MUSIC-MGB SONGS,RightsAdministrator
S6732B,,710288,538724724,UNIVERSAL MUSIC-MGB SONGS,RightsAdministrator
SVG8IB,T8039402024,710288,538724724,UNIVERSAL MUSIC-MGB SONGS,SubPublisher
M5890I,,710288,538724724,UNIVERSAL MUSIC-MGB SONGS,RightsAdministrator
BA0Y51,T3022986665,724685,647171538,DOWNTOWN DLJ SONGS LLC,RightsAdministrator
K1752P,,727264,,SUPER CASSETTES,OriginalPublisher
P4547P,,727264,,SUPER CASSETTES,OriginalPublisher
O3791O,,746379,670513949,ULTRA TUNES,RightsAdministrator
M5865D,,710288,538724724,UNIVERSAL MUSIC-MGB SONGS,RightsAdministrator
H4565F,T8022439777,710288,538724724,UNIVERSAL MUSIC-MGB SONGS,RightsAdministrator
I81760,T9007578623,724685,647171538,DOWNTOWN DLJ SONGS LLC,OriginalPublisher
WB5BA2,,716372,503659557,KOBALT MUSIC PUB AMERICA INC,SubPublisher
S6308C,T8026888201,716372,503659557,KOBALT MUSIC PUB AMERICA INC,SubPublisher
O2667M,,727264,,SUPER CASSETTES,OriginalPublisher
M58758,,727264,,SUPER CASSETTES,OriginalPublisher
LV7X8B,,727846,487842108,THIRD SIDE AMERICA,RightsAdministrator
W4334F,T8021847984,738172,283118569,UNIVERSAL MUSIC PUBL. GMBH,OriginalPublisher
NV8HTF,,746379,670513949,ULTRA TUNES,RightsAdministrator
O55412,T9142912503,729251,282430576,UNIVERSAL/MCA MUSIC LTD.,OriginalPublisher
SVF3MQ,,825942,,XI QUE YU LE YOU XIAN GONG SI,OriginalPublisher
O3932L,,861034,,JAMSHARE MUSIC,OriginalPublisher
QV9QMX,T0426880581,862142,,SOCIEDAD GENERAL DE AUTORES DE ESPANA S G A E,OriginalPublisher
JV7AQI,,916748,724721356,NW ASCAP COLLECTIONS,OriginalPublisher
T03498,T0727358975,926601,504895439,PRIMARY WAVE TUNES,OriginalPublisher
CA9OKP,,963247,471141777,ZACHARY KALE,ComposerLyricist
P7492B,,835902,517343955,SCHOTT MUSIC LIMITED,OriginalPublisher
UVAE7D,,931731,125420903,APM MUSIC ASSOCIATED PRODUCTION MUSIC,OriginalPublisher
PA17HN,,963382,890080239,GOSPEL OBI,ComposerLyricist
X6909G,,854802,,ED WILHELM HANSEN,OriginalPublisher
N1742T,,861219,406282772,SONY/ATV MUSIC PUBLISHING AUSTRALIA P/L,OriginalPublisher
DVBMDK,,924572,285100389,SONY/ATV MUSIC PUBLISHING KOREA,OriginalPublisher
AA2XHR,,934361,425389934,SONY/ATV TREE PUBLISHING,OriginalPublisher
CV85FO,,973565,824506547,BMG AM PTY LTD,OriginalPublisher
UV7ARD,,752653,601191692,BMG GOLD SONGS,RightsAdministrator
T7257G,T9059521527,752653,601191692,BMG GOLD SONGS,OriginalPublisher
IV7LWK,T9185797299,752653,601191692,BMG GOLD SONGS,OriginalPublisher
Z08326,,847087,534308764,MUSIC CUBE INC,OriginalPublisher
E58791,T0700518075,861339,338164558,SONY/ATV TUNES LLC,OriginalPublisher
G4750K,T0700669777,861339,338164558,SONY/ATV TUNES LLC,SubPublisher
BVCDI9,,927121,509030978,SENTRIC MUSIC LIMITED,RightsAdministrator
W17713,T0713510656,927121,509030978,SENTRIC MUSIC LIMITED,OriginalPublisher
T4919O,,933053,439636231,SUPER CASSETTES INDUSTRIES LTD,OriginalPublisher
SVBJIY,,752642,595808890,BMG PLATINUM SONGS,RightsAdministrator
GV9L0A,,915674,721777728,BANTUNOTE EDITION,OriginalPublisher
V18864,,920937,,YADE FRENCH CONNECTION MUSIC,OriginalPublisher
SVBV7G,T9047831721,951862,358468615,NICOLAS BARRY,ComposerLyricist
WB5BA2,,811447,584974392,WHERE DA KASZ AT?,OriginalPublisher
X8995F,,881106,,TFC,OriginalPublisher
H7119L,T0023916597,926076,60796953,WC MUSIC CORP,SubPublisher
IB9050,T3011020938,880059,185314175,WARNER-TAMERLANE PUB CORP.,RightsAdministrator
I19488,T0714971615,892737,742116471,CAPITOL CMG AMPLIFIER,OriginalPublisher
H7119L,T0023916597,984515,522762463,TING HUANG,Lyricist
J2454U,,716372,503659557,KOBALT MUSIC PUB AMERICA INC,RightsAdministrator
H2413E,T0006146662,858746,276367041,MURLYN SONGS AB,OriginalPublisher
991583,T9012229333,884573,683262334,CASA RICORDI SRL.,OriginalPublisher
CVCC6Z,T7022317520,950552,148964723,CLAIRE DOMINIQU GUILLOT,Composer
MV7EDQ,T8004959096,889300,743436050,MONTANA EDITION,OriginalPublisher
M5968D,,827311,,BRISTOL BAY MUSIC LLC,OriginalPublisher
DV7SIT,T0101913012,905420,179000189,TRUELOVE MUSIC,OriginalPublisher
WVBTRG,,951539,263853939,TIM JOHN HOWARTH,Composer
TA377R,,981719,89229439,LIONEL B RICHIE (JR),ComposerLyricist
MVCFOX,,752653,601191692,BMG GOLD SONGS,OriginalPublisher
N4456W,,752653,601191692,BMG GOLD SONGS,OriginalPublisher
IB9050,T3011020938,812250,341627967,RUFF EDGE MUSIC,OriginalPublisher
FV8M4F,,826804,464439731,SALENTO SOUND SYSTEM SRL,OriginalPublisher
DVBMDK,,847087,534308764,MUSIC CUBE INC,OriginalPublisher
M2231K,,852643,,UNIRUBIO MUSIC PUBLISHING,OriginalPublisher
SH62EK,,861339,338164558,SONY/ATV TUNES LLC,SubPublisher
N1742T,,861339,338164558,SONY/ATV TUNES LLC,RightsAdministrator
B8055W,,861339,338164558,SONY/ATV TUNES LLC,RightsAdministrator
PV8XXM,,861339,338164558,SONY/ATV TUNES LLC,RightsAdministrator
G6510H,,861339,338164558,SONY/ATV TUNES LLC,RightsAdministrator
EVCB6U,,902530,179581129,"MEGATRAX PRODUCTION MUSIC, INC",RightsAdministrator
IV8IZ8,T9103930694,902530,179581129,"MEGATRAX PRODUCTION MUSIC, INC",OriginalPublisher
RB1IQD,,927121,509030978,SENTRIC MUSIC LIMITED,SubPublisher
O3932L,,930518,508856820,FRIDAY RECORDS MUSIC,OriginalPublisher
T1785N,,950514,265219857,STUART ANDREW ROSLYN,Composer
GV9L0A,,752642,595808890,BMG PLATINUM SONGS,RightsAdministrator
RV7RIE,T8029777025,752642,595808890,BMG PLATINUM SONGS,RightsAdministrator
M3924Y,T9035935263,828469,,UNIVERSAL MUSIC PUBL. AB,OriginalPublisher
H4531W,,842194,162536085,PEERMUSIC (UK) LTD.,OriginalPublisher
M3924Y,T9035935263,858861,622805073,WE JAM WRITERS GROUP,OriginalPublisher
T7813L,,859430,145210021,SOCAN RR,OriginalPublisher
U04224,,896580,281833749,ORIENT PACIFIC MUSIC PTY LTD,OriginalPublisher
WV7IFA,,916760,819153043,JACK RUSSELL MUSIC LIMITED,OriginalPublisher
D8142O,T0027337445,931588,255111400,TG PUB,OriginalPublisher
O4448T,,935056,,NOISE AND ARDOR,OriginalPublisher
R2148Q,T9028288804,951070,404390095,NICHOLAS B SEELEY,ComposerLyricist
FE6D5X,,977087,772632233,JAMES ALEXANDER HAU,ComposerLyricist
Z4054I,,824203,806821737,DAVID PLATZ MUSIC (USA) INC.,RightsAdministrator
EVBOAV,T0050082104,836940,,S.I.A.E. DIREZIONE GENERALE,OriginalPublisher
H11463,,843026,,CAROL JOY MUSIC,OriginalPublisher
F3099J,,852884,627166639,BMG RUBY SONGS,RightsAdministrator
LV7X8B,,879086,511293878,ALTER K,OriginalPublisher
F6245V,T0603875600,894881,,ORIGIN MUSIC PUB. PTY LTD,OriginalPublisher
TVEZYR,,920093,229993322,"WIXEN MUSIC PUBLISHING, INC.",RightsAdministrator
A9249C,,921997,436721165,KRIZTAL CHILL MUSIC,OriginalPublisher
WV7RTN,,955269,594201552,DANIEL LUND JOERGENSEN,Composer
WB5BA2,,979047,684990388,DYLAN MAMID,ComposerLyricist
GV9L0A,,873084,567521924,BMG RIGHTS MANAGEMENT GMBH (GE,OriginalPublisher
J2454U,,898731,348316947,RODITIS MUSIC,OriginalPublisher
VVAAUJ,T0317176592,910354,263286262,TENYOR MUSIC,OriginalPublisher
J1361O,,926076,60796953,WC MUSIC CORP,RightsAdministrator
WA7DHY,,926076,60796953,WC MUSIC CORP,SubPublisher
YA0ZBK,,926076,60796953,WC MUSIC CORP,SubPublisher
OV8YWC,,939083,475850815,SHENANZHU LLC,OriginalPublisher
GV9E9H,T9112993041,949353,79536828,CHRISTOPHER PAUL LANG,ComposerLyricist
HV8RIZ,,989484,702044890,RED MUSIC PUB PTY LTD.,OriginalPublisher
F77187,T0700580013,829594,74214985,CENTER CITY MUSIC,OriginalPublisher
IV7LWK,T9185797299,880059,185314175,WARNER-TAMERLANE PUB CORP.,OriginalPublisher
DB19DT,,880059,185314175,WARNER-TAMERLANE PUB CORP.,OriginalPublisher
C9478T,T3033375967,738172,283118569,UNIVERSAL MUSIC PUBL. GMBH,OriginalPublisher
F06503,T0410004464,862142,,SOCIEDAD GENERAL DE AUTORES DE ESPANA S G A E,OriginalPublisher
ID0T84,T9285474502,843333,840712849,HANSEATIC MUSIKVERLAG GMBH,OriginalPublisher
SVBV7G,T9047831721,950362,423748161,TOMAS JACOBI,ComposerLyricist
AV847G,T9173566251,979219,424873937,ERIC BURTON FREDERIC,ComposerLyricist
O1524A,T8004296792,840778,,ED. UBM,OriginalPublisher
H11463,,926076,60796953,WC MUSIC CORP,RightsAdministrator
O3791O,,933808,,MEDIAN MUSIC,OriginalPublisher
AVD7XG,T8027348182,1121334,440014711,MANUEL MAYER,Composer
TC576B,T9269574494,1163011,,DAVE MALLOY,ComposerLyricist
I13302,,1183175,,CURT CUOMO,Composer
C9067I,,1200615,,ABEL RICARDO DE SOUZA CAMARGO,Composer
B3392G,,1241610,20598002,ANDRE CHARLES PROSPERE MESSAGER,Composer
K19528,T9136021028,1440132,121596193,GRAHAM EDWARDS,ComposerLyricist
K19528,T9136021028,1491498,337611960,JAMES CHRISTIAN SHAFFER,ComposerLyricist
AV7EH6,T8010103228,1561778,40061928,GUENTHER BEHRLE,Composer
DVCUCD,T0425479146,1078183,,MUSERK LLC,RightsAdministrator
IV7NQB,,1173266,143539378,EMILE BERNARD E HARTKAMP,ComposerLyricist
LVC0VL,T8026541334,1357227,141541407,LARS LUIS LINEK,Composer
IV8UDZ,,1536175,,MANEESH DE MOOR,Composer
W7034C,,1685097,,CHRISTOPHER BEATY,Composer
DV8D87,T9176615773,1123241,347199138,TAALIB JOHNSON,ComposerLyricist
WA9I59,T3031704840,1185938,,TONY RAMEY,ComposerLyricist
N29864,,1231777,,VIJAY BHARDWAJ,Composer
W7034C,,1290480,,THOMAS SCOTT,Composer
H71007,,1352261,34410816,RONALD HARRISON,Composer
D8018F,T9138810921,1561106,463800854,THOMAS RICHARD MARTIN,ComposerLyricist
L4176H,,1646016,,CONTE PAOLO,Composer
P4547P,,1157614,,HEMRAJ NAGAR,Composer
M59097,T9108033814,1157878,439633338,J PURUSHOTHAMA SAI,Composer
H2413E,T0006146662,1174584,294449820,MAGNUS SVANTE WALLBERT,ComposerLyricist
NV8LL9,,1595407,,ROHAN A ROBOTHAM,Composer
E5397R,T0421310420,1610116,429322857,ALBERTO LORENTE YELLETISCH,Composer
CV9P54,T3057925512,105244,276843232,TRACI COLLEEN HALE,ComposerLyricist
T5054M,T0101866663,716073,162423100,THE REALLY USEFUL GROUP LTD,OriginalPublisher
P5908L,,849788,160556775,EMI UNITED PARTNERSHIP LTD,OriginalPublisher
MVCT7Z,,948786,34667768,D G DOLF DAVE LINDEN VAN DER,Composer
O50259,T3059517005,863957,641080872,TUNECORE SONGS,RightsAdministrator
KV7B72,,752642,595808890,BMG PLATINUM SONGS,RightsAdministrator
R6489J,,920274,,ZAIKS MUSIC,OriginalPublisher
HV9UV1,,880218,645971216,ROUND HILL WORKS,RightsAdministrator
O3791O,,955390,272875826,OSMAN ISMEN,Composer
I6638P,,865162,,BMG PLATINUM SONGS SNGFLE/DIGI,RightsAdministrator
HVB34O,T9211684763,896191,761670628,SAY AMEN MUSIC,OriginalPublisher
G4962M,,919894,87019563,EMI MUSIC PUB LTD,OriginalPublisher
I19488,T0714971615,861339,338164558,SONY/ATV TUNES LLC,OriginalPublisher
FV7R8U,T8022803664,752642,595808890,BMG PLATINUM SONGS,RightsAdministrator
TC66ZW,T9305829770,970690,832425062,UNIVERSAL MUSIC WORKS,OriginalPublisher
M2231K,,854568,1174826144,SPIRIT TWO MUSIC CRESCENDO,RightsAdministrator
Z4163V,T0023912631,961918,,ASCENTS MEDIA ENTERTAINMENT,OriginalPublisher
Z0896J,,1227736,617193349,BRADDON WILLIAMS,ComposerLyricist
AV847G,T9173566251,1387296,574768597,FEDERICO SIMON MEJIA OCHOA,ComposerLyricist
D4191E,T0117036971,1434535,178228839,NICHOLAS JAMES THORNILEY GREEN,Composer
I13302,,1446975,,TOMMY GIRVIN,Composer
I5509N,,1555456,,LAURI ELORANTA,Composer
991583,T9012229333,1593892,156940,GIUSEPPE ADAMI,Lyricist
AA0YVA,T0418704923,1078183,,MUSERK LLC,OriginalPublisher
T8745P,,1194210,223933480,ALEX JOERGE CHRISTENSEN,Composer
T7813L,,1209253,428447933,DAMIEN ROBITAILLE,Composer
CA0342,T9134340537,1269279,346788023,III CAREY HAYNES,ComposerLyricist
JV7AQI,,1353061,500822696,AEION EDSON HOILETT,Composer
AA0JMD,T9134551307,1360729,51843978,STEPHEN L MELILLO,Composer
KE9H3I,T9102532014,1394615,272990534,VOLGA TAMOZ,Arranger
RV8SJB,,1430620,484837507,FAITH NEHEMA BREDWOOD,ComposerLyricist
MV7EDQ,T8004959096,1185453,23010065,PETER ORLOFF,Composer
PV9VAQ,,1562132,,PAUL NORWOOD,ComposerLyricist
Z83565,,1435199,,JI AN KU,ComposerLyricist
HA0JB6,T8044075391,1436645,713407668,ALIDA GARPESTAD,ComposerLyricist
FE3X4D,,1558506,192727839,RANDY LAMONT JONES,ComposerLyricist
PV9KVL,T3057394846,100496,804500383,DIANE BISH,Arranger
X39055,,1196271,73099366,JOHN ALEXANDER WILLIAM PARISH,Composer
H4720G,,1350470,,HAO CHANG MIAO,ComposerLyricist
SVH55Y,,1355004,674401548,ORLANDO ASTON FRANCIS,Composer
F1162U,,1358815,62685855,LINK WRAY,Composer
