Work ID,ISWC,Work Title,Work Alternative Titles,Linked ISRCs
AA7O6N,T3016810763,ALIBI-POSITANO_RADIO EDIT,POSITANO; ALIBI - POSITANO_RADIO EDIT; ALIBI POSITANO_RADIO EDIT; POSITANO_RADIO EDIT; ALIBI-POSITANO RADIO EDIT; POSITANO RADIO EDIT; ALIBI POSITANO RADIO EDIT; ALIBI - POSITANO RADIO EDIT,US3DF1608575
DA2LVC,T9194840272,DBM PY SAVANNAH CAT V3,DBM1086 12,
U1290J,T0115592512,UNDER A FULL MOON,RAY BAN,QMREU1855942
N4456W,,NEVER ENUFF,NEVER ENOUGH,GBC5Q1000010
P4547P,,PACHI MODLA GAYA NE KANHA,MEERA THARO KAIE LAAGE GOPAL,
BVA9BB,T0703483548,BY CHANCE,IF BY CHANCE,USTC60838910; USWH19900948
V2354B,,VERTICAL RAY OF THE SUN   (CUES),EN PLENO VERANO (CUES); MIDT OM SOMMEREN (CUES); MUA HE CHIEU THAN DUNG (CUES); EIN SOMMER IN HANOI (CUES); PLENO VERANO (CUES); SCHYLEK LATA (CUES); SOLSTIZIO D'ESTATE (CUES),FR6V81661092; RUA5E1001672
DVCXGL,,DISTANCE,EYES WIDE OPEN CUT 18; KAR-1004-18; KOS-KAR-1004-01801,FRG140403550
I3811L,T9046832637,I CAN DO WITHOUT ANYTHING BUT YOU,I CAN DO WITHOUT ANYTHING; ANYTHING BUT YOU; I CAN DO WITHOUT,USCGH0646248
WB5BA2,,WE COULD BE KINGS,WE COULD BE KINGS FEAT. TZAR,CAUM81800222; CAUM81800224
BV7Z73,,BUILT TO SURVIVE (FEAT. ZION I),BUILT TO SURVIVE,TCABU1478177; QMLD61404048; QZK6F2121450; TCABU1455688; QMPS71400050; USGOT0403042
N2540A,,THE NAME,THE NAME OF JESUS,USHM20689639
MVCIDJ,T7024902421,MAIN NEWS,BUSINESS AND POLITICS CUT 18; AXS-2271/2-42; AXS-AXS-2271/2-04201; AXS-AXS-2271/2-01801; BUSINESS AND POLITICS CUT 90; AXS-2271/2-66; AXS-AXS-2271/2-06601; BUSINESS AND POLITICS CUT 42; MAINNEWS; AXS-AXS-2271/2-09001; AXS-2271/2-90; BUSINESS AND POLITICS CUT 66; AXS-2271/2-18,FRP441107840
W3321Y,,THE WAY I FEEL,WAY I FEEL,
I93905,T9129783648,I SEE YOU BUT,CM091-45; CM091-9; CM091-21; CM091 GOT THAT FIRE-FIRE TRACK 9; CM091-33,USRH11505127
B4660Q,T3058801886,THE BLACK BRIGADE,THE BLACK BRIGADE,USTN10900382
AA7QCE,,ALIBI-BEETHOVEN STRING QUART F OP18 #1 ALLEGRO_RADIO EDIT,BEETHOVEN STRING QUART F OP18 #1 ALLEGRO_RADIO EDI; BEETHOVEN STRING QUART F OP18 #1 ALLEGRO; ALIBI - BEETHOVEN STRING QUART F OP18 #1 ALLEGRO_R; ALIBI-BEETHOVEN STRING QUART F OP18 #1 ALLEGRO RAD; ALIBI - BEETHOVEN STRING QUART F OP18 #1 ALLEGRO R; BEETHOVEN STRING QUART F OP18 #1 ALLEGRO RADIO EDI; ALIBI BEETHOVEN STRING QUART F OP18 #1 ALLEGRO RAD; ALIBI BEETHOVEN STRING QUART F OP18 #1 ALLEGRO_RAD,
HV95VY,T3060450304,HURTIN LOOK SO GOOD,WHEN SHE CRIES; HURTIN' LOOK SO GOOD,
DVB1E9,T0710601447,DEAL ME IN,AS YOU WERE,
G6510H,,GRAVITY,NO GRAVITY,GBCEN1500171; USE830970226
GV9E9H,T9112993041,GIT DOWN MACHINE,BUBBLE GUM GUN,
AC605N,T3107643910,ALIBI-CANT STOP ME_RHYTHM MIX_15,ALIBI CAN'T STOP ME RHYTHM MIX 15; CAN'T STOP ME_RHYTHM MIX_15; ALIBI CAN'T STOP ME_RHYTHM MIX_15; CAN'T STOP ME RHYTHM MIX 15; ALIBI-CAN'T STOP ME RHYTHM MIX 15; ALIBI-CAN'T STOP ME_RHYTHM MIX_15; ALIBI - CAN'T STOP ME_RHYTHM MIX_15; ALIBI - CAN'T STOP ME RHYTHM MIX 15,
T4261L,,TIME DANCE,TIME DANCER,EMIDD0291842; GBAJH9700253
K1729H,,KHATU WALE BABA TERE DER PE,MAIN KHADA SHYAM KE DWARE,
H7615K,,HE NEVER SAID A MUMBALIN'  WORD,HE NEVER SAID A MUMBLIN WORD,
BVBLXS,,BOMBAY CALLIN,BOMBAY CALLING (INSTRUMENTAL),DEQ321600025; DEQ321600006
H4565F,T8022439777,HAPPY ZOMBIES,ORIGINAL (7:17); PAUL KALKBRENNER RMX (7:24); FUCHS & HORN RMX (5:14); SHORT (3:50); COMMERCIAL BREAKUP REMIX (6:06); DEUTSCHMANN MIX (5:11),DEN060700426; DEN061800968
X15390,,SO NEAR YET SO FAR,CONTEST SOLOS FOR THE YOUNG PERCUSSIONIST,
MB2IIP,,MANOLYA,MANOLYA CENNET OLUR BU DUNYA,TR2612103135
IVDFQ4,,I NA I MEOK GO MWO HAET GIL RAE,I NA I MEOG GO MWEO HAISS GIL RAI,
BA6CP3,,BUSCO UNA COMPANERA,BUSCO UNA COMPANERA; BUSCO UNA COMPAÑERA,
L3808I,T0718923706,LOOKING FOR MAGENTA'S PLAN,LOOKING FOR MAGENTA'S PLAN,
NVCLVI,T0701524982,NIGHTLIFE,NIGHT LIFE,
CV9UM7,T3058559067,CAN HARDLY WAIT,CAN HARDLY WAIT (KANE'S SONG); I CAN HARDLY WAIT,USGCV0710236; USHM21149741
L4811Y,,LESSON A EXERCISE ONE,LESSON A EXERCISE 1,
HA505Z,T3026257096,HECK YEAH,MPATH-MPATH-0057-04301; HECK YEAH - 30 - NO MELODY; MPATH-0057-36; HECK YEAH - 60 - HOLIDAY; MPATH-0057-31; MPATH-MPATH-0057-04601; HECK YEAH - STING 2; HECKYEAH15HOLIDAY; HECKYEAH15NODRUMS; HECKYEAH30NODRUMS; MPATH-0057-38; MPATH-0057-37; MPATH-MPATH-0057-03401; MPATH-0057-33; HECK YEAH - 60 - NO MELODY; HECK YEAH - HOLIDAY; MPATH-MPATH-0057-02901; HECKYEAH15; MPATH-MPATH-0057-03801; HECK YEAH - 30 - NO DRUMS; MPATH-0057-32; MPATH-MPATH-0057-03101; HECKYEAH; MPATH-MPATH-0057-04501; HECKYEAHSTING1; MPATH-MPATH-0057-04001; MPATH-0057-39; MPATH-MPATH-0057-03701; MPATH-MPATH-0057-03501; HECKYEAH60; MPATH-0057-30; HECK YEAH - NO DRUMS; THE CHAMPIONS; THE WILD; THE FREE: NEW ALTERNATIVE ANTHEMS F; MPATH-0057-2; MPATH-0057-46; MPATH-0057-45; HECK YEAH - 15 - HOLIDAY; MPATH-0057-41; HECK YEAH - 15 - NO MELODY; MPATH-0057-40; MPATH-MPATH-0057-03901; HECKYEAH30NOMELODY; HECKYEAH60HOLIDAY; HECKYEAH60NODRUMS; MPATH-0057-34; MPATH-MPATH-0057-03301; HECK YEAH - 60; HECKYEAHHOLIDAY; MPATH-0057-29; HECK YEAH - STING 3; MPATH-0057-43; MPATH-0057-42; HECK YEAH - 15 - NO DRUMS; HECKYEAH15NOMELODY; MPATH-MPATH-0057-04101; HECKYEAH30HOLIDAY; HECKYEAH30; HECK YEAH - 30; HECKYEAHNODRUMS; MPATH-MPATH-0057-03001; MPATH-0057-44; HECK YEAH - STING 1; HECK YEAH - 15; MPATH-0057-35; HECK YEAH - 60 - NO DRUMS; HECKYEAH60NOMELODY; MPATH-MPATH-0057-03201; MPATH-MPATH-0057-00201; HECKYEAHSTING3; HECKYEAHSTING2; MPATH-MPATH-0057-04401; MPATH-MPATH-0057-04201; HECK YEAH - 30 - HOLIDAY; MPATH-MPATH-0057-03601; HECKYEAHNOMELODY; HECK YEAH - NO MELODY,QMGXA2062789
K2711X,T0070141751,KETTOSVERSENY,DOUBLE CONCERTO,
ID0T84,T9285474502,I WILL FIND YOU,I WILL FIND YOU (INSTRUMENTAL); UNDER THE PINK FEAT. MALOU - I WILL FIND YOU,DEQ041990431; JPR291600359
AA6P0Y,,ALIBI-BEDTIME RITUAL_RADIO EDIT,ALIBI BEDTIME RITUAL RADIO EDIT; ALIBI - BEDTIME RITUAL_RADIO EDIT; BEDTIME RITUAL_RADIO EDIT; ALIBI-BEDTIME RITUAL RADIO EDIT; ALIBI BEDTIME RITUAL_RADIO EDIT; ALIBI - BEDTIME RITUAL RADIO EDIT; BEDTIME RITUAL RADIO EDIT; BEDTIME RITUAL,QZHXT1900004
MA8YUU,,MWM SPD PSYCHOSCAR,MWM SPD PSYCHOSCAR,
TD5KMG,T0724194595,THREE STEPPIO,3 STEPPIO,
G44020,,GO 2 HELL!,GO TO HELL!,BEC010500009; USSM10903384
V2110F,,VANLOESE 2,VANLOESE 2,
H4951Q,,HAY HAY HAY,HAY HAY,AUBO21100019
JV819J,,JELLY FISH,JERII FISSHU,
WA7DHY,,WU PAN DE,REMINISCING,
AVDUFU,T9019246765,APPREHENSIVE,KPM-0687-40; SHADES OF EMOTION CUT 40; KPM-KPM-0687-04001,USHM91819530
HA1OQ1,T9010351550,HEIGHT OF NARCISSISM,HEIGHT OF NARCISSISM,USF270700084
GVCODU,T9196962739,GOING UP,INSD71#4; INSD071 GOING UP (NO TRUMPET VERSION); INSD071.4; INSD0071.4; INSD0071#3; GOINGUPNOTRUMPETVERSION; GOINGUP; INSD0071.3; GOING UP; INSD71.3; INSD71 GOING UP (NO TRUMPET VERSION); QUINTESSENTIAL LOUNGE CUT 4; LQC-INSD-0071-00401; INSD-0071 GOING UP; INSD-0071-3; INSD71.4; INSD0071#4; INSD-0071-4; LQC-INSD-0071-00301; INSD71#3; INSD71 GOING UP; INSD071.3; INSD071 GOING UP; INSD-0071 GOING UP (NO TRUMPET VERSION); QUINTESSENTIAL LOUNGE CUT 3; GOING UP (NO TRUMPET VERSION),
A4582Y,,AAVO RE AAVO DHOOM MACHAVO,JAI BABA RAMDEV,INS189422915
TV89DU,,TOGETHER,TOGETHER (EXTENDED MIX); TOGETHER (RADIO MIX),NLE801300448; NLE801300445; NLE801300446; TCAAU1169195; NLE801400202; NLE801300447
E39698,,EL TORO,EL TORO: SEIJI REMIX,DECT11300013; DECT10000003; DECT11000077; DECT01000004; DECT10000078; DECT10000076; DECT10000004; FRZ731700035; DECT10000075; DECT01000003; DECT10000001; QMPKX1323549; DECT11400004; DECT10000073; DECT12000006; DECT01000001; DECT10000074
DV7HKE,,DAA DAA DAA,DAA DAA DAA BGM,
ND0C8B,T9287452668,NEVER GET BORED,NEVER GET BORED (STING); NEVERGETBOREDB30; NEVERGETBOREDA30; JM-0210-92; JM-0210-63; NEVERGETBOREDC; AFROBEATS 2 CUT 38; NEVER GET BORED (C); NEVER GET BORED (A); KPM-JM-0210-11401; KPM-JM-0210-03701; AFROBEATS 2 CUT 114; NEVER GET BORED (B); JM-0210-93; JM-0210-64; NEVER GET BORED (B 30); KPM-JM-0210-03801; NEVERGETBOREDA; AFROBEATS 2 CUT 93; NEVER GET BORED (B 60); KPM-JM-0210-09201; NEVER GET BORED (A 60); JM-0210-38; AFROBEATS 2 CUT 37; NEVERGETBOREDSTING; JM-0210-114; KPM-JM-0210-06401; AFROBEATS 2 CUT 64; NEVERGETBOREDB; JM-0210-37; KPM-JM-0210-01101; NEVERGETBOREDB60; KPM-JM-0210-09301; NEVERGETBOREDA60; AFROBEATS 2 CUT 92; KPM-JM-0210-06301; AFROBEATS 2 CUT 63; NEVER GET BORED (A 30); AFROBEATS 2 CUT 11; JM-0210-11,GBFSF1901481
K0965H,T0726525569,KICKIN' IT HARD,KICKIN IT HARD,US4RV0400043; USA560555921; USHM90644827; USHM91036506
X6909G,,MORPHEUS,CONCERTO FOR ORCHESTRA,DKFAA1801215; DKFAA1801209; DKFAA1801210; DKFAA1801214; DKFAA1801213; DKFAA1801212; DKFAA1801211
A56026,T3103410391,AI DE QI,AI DE QI    (MOVIE THEME SONG),
IC3CVZ,T3017180455,I CAN T GET ENOUGH OF YOU,I CAN T GET ENOUGH OF YOU  INSTRUMENTAL,CAK471900211
MB7PHB,T9319645619,METEOROLOGIA,METEOROLOGIA,
M8843B,,MOTHER HOW I LOVE YOU,MOTHER; HOW I LOVE YOU; I MISS YOU; MOTHER,USACX0801520
LA1QBP,,LA NINA DEL MAR,LA NINA DEL MAR,
EA8HKC,,EL BOTANICO,TUS QUINCE AÑOS,
Z83565,,CHOI GO UI HAENG UN,BEST LUCK; ZUI JIA DE XING YUN,
B2810E,,BAI MEI GUI DE FU SHENG RUO MENG,WHITE ROSE'S DREAMY LIFE,TWA559041310
FV98R2,T7034846976,FUN EXPERIENCE,THE FUN EXPERIENCE US VERSION 2; THE FUN EXPERIENCE US VERSION 1,
DVD06D,,DRINK DRINK DRINK,COCKTAIL DRINK,NLA270600357
SC85Q5,,SHAKE AND RATTLE,PERCUSSIVE PROMOS CUT 27; CBM-CBM-0044-01701; SHAKEANDRATTLE; PERCUSSIVE PROMOS CUT 8; PERCUSSIVE PROMOS CUT 45; CBM-CBM-0044-03701; CBM-CBM-0044-00801; CBM-0044-8; CBM-CBM-0044-04601; PERCUSSIVE PROMOS CUT 46; PERCUSSIVE PROMOS CUT 37; SHAKEANDRATTLEB; CBM-0044-45; CBM-CBM-0044-02701; CBM-0044-27; PERCUSSIVE PROMOS CUT 17; CBM-0044-17; CBM-0044-46; SHAKE AND RATTLE B; CBM-0044-37; CBM-CBM-0044-04501,QMGXA2002423
MVAZNA,,MIENTRAS LOS GRANDES HABLAN,WHILE THE GROWN UP PEOPLE TALK,
C5050S,,CHANN,MITTRAN DI GALL WAKHRI,
M5368W,,MELODIA,MELODIA,
BVD3RM,,BATHING BEAUTIES,BATHINGBEAUTIES; KPM-KPM-0380-00601; ARCHIVES VOLUME 9 CUT 6; KPM-0380-6,GBBGL9900785
RVBS3D,,RUNS FOR TRAIN,4M29 RUNS FOR TRAIN,
L4176H,,LAMBI,DAL LOGGIONE,
MV9O9B,,MEGA SHARK VERSUS MECHA SHARK OPENING TITLE,SPHINX; MEGA SHARK VERSUS MECHA SHARK OPENING CREDITS; MEGA SHARK VERSUS MECHA SHARK OPENING THEME,
OVA2K7,T7034045940,ORIENTAL SOLO,KOS-KOL-0053-02401; KOL-0053-24; MIDDLE EASTERN OUD CUT 24; ORIENTALSOLO,FR8E41403671; FR8E41403649
JC6HWF,T9177985567,JINGEL: ALUELAEHETYKSET KESAE,STINGER: ALUELÄHETYKSET KESÄ,
WV7IFA,,WHERE IS THE LOVE,WHERE IS THE LIVE; AINT U GOT NO FEELINS; AINT YOU GOT NO FEELINGS,
C5328X,,CANCION PARA UN AMIGO,AMIGO,USJ3V0876798; QM7281837743
LA78JZ,T9089254659,LET S GO,LET S GO,
SVHCZJ,,SHENANIGANS V2,INTAH1851_23,
C9892J,T1066563902,CHARLESTONE O BOHATSTVI A SLAVE,NOVY TREND,
X34827,T9134819253,THE STORY 3 - RW,STORY 3 - THINNED; THE; STORY 3 - THNNED; THE,
TVFPHF,,TELEGRAM ROAD,TELEGRAM ROAD OL; KOS-0162-45; ROCK & ROLL COMEDY CUT 91; TELEGRAMROADOL; ROCK & ROLL COMEDY CUT 45; KOS-0162-91; KOS-KOS-0162-04501; TELEGRAMROAD; KOS-KOS-0162-09101,FRG140604220
SVA050,T9006837634,SMURFING ALONG,SMURFE OMKRING,
MV7EBX,,MAD HOUSE,TUNOVAH,
HA57EE,,HIGHS AND LOWS,HIGHS & LOWS,USCGJ1577246
BV9RH8,T0710870066,BOUNCE,LETS BOUNCE; LET S BOUNCE; LET'S BOUNCE,
KE9H3I,T9102532014,KOKOREC,DUMAN DUMAN BENDE ASKIN,TR0010500139
TVFGSQ,T9271946011,TUKENECEGIZ,NE BOYLE SENLE NE DE SENSIZ,
X90172,,SHA'ALOUMA,SHEALAMOUH,USA561127744; LBA081107126
EA0C1C,T9125015852,ELECTRO POP 15,ELECTRO POP FIFTEEN,
WVBTRG,,WILD BLUE YONDER,SFT218_64; SFT218_63; SFT218_42; SFT218_20; SFT218_41; SFT218_19,
EV9CQQ,,END CREDITS R11 P3,CAPRICORN ONE,
EVC4RY,,ETERNITY HOURS,CINEMATIC PIANO & ORCHESTRA CUT 48; PMY-PMY-0034-02001; PMY-0034-20; PMY-PMY-0034-00201; ETERNITYHOURS; ETERNITY HOURS (60 SEC); CINEMATIC PIANO & ORCHESTRA CUT 2; CINEMATIC PIANO & ORCHESTRA CUT 29; ETERNITYHOURSSTING; PMY-0034-49; ETERNITY HOURS (NO PIANO); PMY-PMY-0034-02901; CINEMATIC PIANO & ORCHESTRA CUT 38; PMY-PMY-0034-01101; CINEMATIC PIANO & ORCHESTRA CUT 11; ETERNITY HOURS (STING); CINEMATIC PIANO & ORCHESTRA CUT 20; PMY-0034-48; ETERNITY HOURS (30 SEC); PMY-PMY-0034-04801; CINEMATIC PIANO & ORCHESTRA CUT 49; ETERNITY HOURS (NO PIANO LOOP); ETERNITYHOURS30SEC; PMY-PMY-0034-04901; ETERNITYHOURSNOPIANOLOOP; PMY-0034-38; ETERNITYHOURS60SEC; PMY-0034-2; PMY-0034-11; PMY-PMY-0034-03801; ETERNITYHOURSLOOP; ETERNITYHOURSNOPIANO; PMY-0034-29; ETERNITY HOURS (LOOP),GBBHR1700807
C2238A,,CHOC'LATE SOLDIER FROM THE USA,CHOCOLATE SOLDIER FROM THE USA,
H71007,,HOPPER'S GANG,HOPPER'S GANG SOFTER END,
E4889R,T9068342234,EB'S GUILT,OH; THE GUILT,
C84958,,CHI QING SI,AWAKENING THEME SONG; ???; ??????; JIA BAO YU ZHU TI QU,HKC841100229; HKH611400027; HKC841100040
